.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
task,0,2,6,7,8,9,10,11,12,13,14,15
Worker: 1  tasks waiting time,0,0.929252722350387,0,0.980093820859204,0.901642691529823,1.15631295538484,8.09170205166168,11.8870531641195,19.2572828301282,26.3686675216766,38.5950028212434,37.9926816377898
task,1,3,4,5,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Worker: 2  tasks waiting time,0,1.46416024289642,2.92852294698455,4.38177191182125,0,2.84399138633183,4.7696369293389,1.58270495990387,1.34097593112503,9.09000044697969,9.31521720625827,10.1551356595311,10.5195597074723,16.4761198182224,21.8626659170542,21.7467673233806,21.9035941886561,23.8237440249088,24.6326239949341,25.8029753713739

