.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
task,0,2,6,7,8,9,10,11,12,13,14,15
Worker: 1  tasks proccessing time,1.60975074053428,1.66170609159045,1.74084619257715,0.379372462147139,1.01073194433916,6.95339905316381,7.28975020423914,7.51830035370849,7.11604846885486,12.6161517650376,0.554158192262207,0.758285502346617
task,1,3,4,5,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Worker: 2  tasks proccessing time,2.37888939164866,1.48706879415167,2.74895534113147,2.34057161225567,3.00880496641907,1.93377633311973,0.235738363326565,0.115028798919777,8.39093853281429,0.293475622812768,1.21443696166336,0.968067995954446,8.46850974944029,7.06252681067635,0.675242557353698,1.37027150033553,1.93167218516956,1.25096112865877,1.44089634711215,0.0687682882567131

